Park.Code,Park.Name,Category,Category.Sort,Order,Family,Taxon.Code,TSN,Taxon.Record.Status,Scientific.Name,Common.Name,Synonyms,Occurrence
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Artiodactyla,Cervidae,95045,180698,Active,Odocoileus hemionus,Mule Deer,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Canidae,93340,180599,Active,Canis latrans,Coyote,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Canidae,93352,180609,Active,Urocyon cinereoargenteus,Gray Fox,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Canidae,93347,180604,Active,Vulpes vulpes,Red Fox,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Felidae,115336,203547,Active,Felis rufus,Bobcat,Lynx rufus,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Felidae,260571,552479,Active,Puma concolor,Mountain Lion,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Mephitidae,93300,180562,Active,Mephitis mephitis,Striped Skunk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Mephitidae,93309,180570,Active,Spilogale putorius,Spotted Skunk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Mustelidae,93293,180556,Active,Mustela frenata,Long-tailed Weasel,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Mustelidae,93303,180565,Active,Taxidea taxus,Badger,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Procyonidae,93316,180577,Active,Bassariscus astutus,Ringtail,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Carnivora,Procyonidae,93314,180575,Active,Procyon lotor,Raccoon,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Molossidae,89602,180080,Active,Eumops perotis,Western Mastiff Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Molossidae,89607,180085,Active,Nyctinomops femorosaccus,Pocketed Free-tailed Bat,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Molossidae,89610,180088,Active,Tadarida brasiliensis,Mexican Free-tailed Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88728,180006,Active,Antrozous pallidus,Pallid Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88730,180008,Active,Eptesicus fuscus,Big Brown Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88737,180014,Active,Lasionycteris noctivagans,Silver-haired Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88739,180016,Active,Lasiurus borealis,Red Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88740,180017,Active,Lasiurus cinereus,Hoary Bat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88710,179991,Active,Myotis californicus,California Myotis,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88714,179995,Active,Myotis evotis,Long-eared Myotis,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88718,179999,Active,Myotis leibii,Small-footed Myotis,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88724,180002,Active,Myotis thysanodes,Fringed Myotis,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88709,179990,Active,Myotis volans,Long-legged Myotis,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88726,180004,Active,Myotis yumanensis,Yuma Myotis,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,88748,180024,Active,Pipistrellus hesperus,Western Pipistrelle,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Chiroptera,Vespertilionidae,106783,202345,Active,Plecotus townsendii townsendii,Townsend's big-eared bat,,Probably Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Didelphimorphia,Didelphidae,88114,179921,Active,Didelphis virginiana,Virginia Opossum,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Lagomorpha,Leporidae,89641,180115,Active,Lepus californicus,Black-tailed Jack Rabbit,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Lagomorpha,Leporidae,89649,180122,Active,Sylvilagus audubonii,Desert Cottontail,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Lagomorpha,Leporidae,89650,180123,Active,Sylvilagus bachmani,Brush Rabbit,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,91695,180305,Active,Microtus californicus,California Vole,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,91770,180373,Active,Neotoma fuscipes,Dusky-footed Woodrat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,91771,180374,Active,Neotoma lepida,Desert Woodrat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,90750,180282,Active,Peromyscus boylii,Brush Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,90751,180283,Active,Peromyscus californicus,California Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,90754,180286,Active,Peromyscus eremicus,Cactus Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,90743,180276,Active,Peromyscus maniculatus,Deer Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,90760,180291,Active,Peromyscus truei,Pinon Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Cricetidae,91737,180343,Active,Reithrodontomys megalotis,Western Harvest Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Geomyidae,90684,180222,Active,Thomomys bottae,Botta's Pocket Gopher,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Heteromyidae,90696,180233,Active,Dipodomys agilis,Pacific Kangaroo Rat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Heteromyidae,90723,180258,Active,Perognathus californicus,California pocket mouse,Chaetodipus californicus,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Muridae,91762,180366,Active,Mus musculus,House Mouse,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Muridae,91759,180363,Active,Rattus norvegicus,Norway Rat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Muridae,91758,180362,Active,Rattus rattus,Black Rat,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Sciuridae,89708,180176,Active,Sciurus griseus,Western Gray Squirrel,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Sciuridae,89704,180172,Active,Sciurus niger,Fox Squirrel,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Sciuridae,89677,180148,Active,Spermophilus beecheyi,California Ground Squirrel,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Rodentia,Sciuridae,90652,180194,Active,Tamias merriami,Merriam's chipmunk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Soricomorpha,Soricidae,88690,179973,Active,Notiosorex crawfordi,Desert Shrew,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Soricomorpha,Soricidae,88667,179952,Active,Sorex ornatus,Ornate Shrew,,Present
SAMO,Santa Monica Mountains National Recreation Area,Mammal,1,Soricomorpha,Talpidae,88699,179981,Active,Scapanus latimanus,Broad-footed Mole,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79517,175309,Active,Accipiter cooperii,Cooper's Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79512,175304,Active,Accipiter striatus,Sharp-shinned Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,80429,175407,Active,Aquila chrysaetos,Golden Eagle,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79582,175368,Active,Buteo albonotatus,Zone-tailed Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79563,175350,Active,Buteo jamaicensis,Red-tailed Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,80391,175373,Active,Buteo lagopus,Rough-legged Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79572,175359,Active,Buteo lineatus,Red-shouldered Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79579,175365,Active,Buteo platypterus,Broad-winged Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,80395,175377,Active,Buteo regalis,Ferruginous Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79581,175367,Active,Buteo swainsoni,Swainson's Hawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,153787,-501475,Active,Circus hudsonius,Northern Harrier,Circus cyaneus,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,79487,175282,Active,Elanus leucurus,White-tailed Kite,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Accipitridae,80444,175420,Active,Haliaeetus leucocephalus,Bald Eagle,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Cathartidae,79468,175265,Active,Cathartes aura,Turkey Vulture,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Accipitriformes,Pandionidae,81838,175590,Active,Pandion haliaetus,Osprey,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77836,175122,Active,Aix sponsa,Wood Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77782,175074,Active,Anas acuta,Northern Pintail,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77790,175081,Active,Anas crecca,Green-winged Teal,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77770,175063,Active,Anas platyrhynchos,Mallard,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77723,175020,Active,Anser albifrons,Greater White-fronted Goose,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77732,175029,Active,Anser caerulescens,Snow Goose,Chen caerulescens,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77735,175031,Active,Anser canagicus,Emperor Goose,Chen canagica,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77739,175035,Active,Anser rossii,Ross's Goose,Chen rossii,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78519,175134,Active,Aythya affinis,Lesser Scaup,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77839,175125,Active,Aythya americana,Redhead,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78512,175128,Active,Aythya collaris,Ring-necked Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78520,175135,Active,Aythya fuligula,Tufted Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78515,175130,Active,Aythya marila,Greater Scaup,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78513,175129,Active,Aythya valisineria,Canvasback,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77713,175011,Active,Branta bernicla,Brant,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,76625,174999,Active,Branta canadensis,Canada Goose,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78531,175145,Active,Bucephala albeola,Bufflehead,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78527,175141,Active,Bucephala clangula,Common Goldeneye,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78533,175147,Active,Clangula hyemalis,Long-tailed Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78535,175149,Active,Histrionicus histrionicus,Harlequin Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78573,175183,Active,Lophodytes cucullatus,Hooded Merganser,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,77805,175095,Active,Mareca americana,American Wigeon,Anas americana,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,926912,,Active,Mareca penelope,Eurasian Wigeon,Anas penelope,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,1102433,,Inactive,Mareca strepera,Gadwall,Anas strepera,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,604931,714092,Active,Melanitta americana,Black Scoter,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78551,175163,Active,Melanitta fusca,White-winged Scoter,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78559,175170,Active,Melanitta perspicillata,Surf Scoter,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78575,175185,Active,Mergus merganser,Common Merganser,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78577,175187,Active,Mergus serrator,Red-breasted Merganser,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78564,175175,Active,Oxyura jamaicensis,Ruddy Duck,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,78548,175160,Active,Somateria spectabilis,King Eider,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,673102,-746128,Active,Spatula clypeata,Northern Shoveler,Anas clypeata,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,1102437,,Active,Spatula cyanoptera,Cinnamon Teal,Anas cyanoptera,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Anseriformes,Anatidae,1102436,,Active,Spatula discors,Blue-winged Teal,Anas discors,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,,926922,,Active,Selasphorus calliope,Calliope Hummingbird,Stellula calliope,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Apodidae,83060,178014,Active,Aeronautes saxatalis,White-throated Swift,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Apodidae,83047,178002,Active,Chaetura vauxi,Vaux's Swift,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Apodidae,83039,177997,Active,Cypseloides niger,Black Swift,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Trochilidae,83885,178033,Active,Archilochus alexandri,Black-chinned Hummingbird,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Trochilidae,83888,178036,Active,Calypte anna,Anna's Hummingbird,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Trochilidae,83887,178035,Active,Calypte costae,Costa's Hummingbird,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Trochilidae,83893,178040,Active,Selasphorus rufus,Rufous Hummingbird,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Apodiformes,Trochilidae,83894,178041,Active,Selasphorus sasin,Allen's Hummingbird,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Caprimulgiformes,Caprimulgidae,83029,177988,Active,Chordeiles acutipennis,Lesser Nighthawk,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Caprimulgiformes,Caprimulgidae,271703,555544,Active,Phalaenoptilus nuttallii,Common Poorwill,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81924,176996,Active,Brachyramphus marmoratus,Marbled Murrelet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81919,176991,Active,Cepphus columba,Pigeon Guillemot,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81956,177023,Active,Cerorhinca monocerata,Rhinoceros Auklet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81945,177013,Active,Ptychoramphus aleuticus,Cassin's Auklet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81939,177008,Active,Synthliboramphus antiquus,Ancient Murrelet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81942,177010,Active,Synthliboramphus craveri,Craveri's Murrelet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,1006098,,Active,Synthliboramphus scrippsi,Scripps's Murrelet,Brachyramphus hypoleuca scrippsi,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Alcidae,81900,176974,Active,Uria aalge,Common Murre,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77648,176522,Active,Charadrius montanus,Mountain Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,888944,824565,Active,Charadrius nivosus nivosus,Western Snowy Plover,Charadrius alexandrinus nivosus,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77630,176506,Active,Charadrius semipalmatus,Semipalmated Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77646,176520,Active,Charadrius vociferus,Killdeer,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77642,176517,Active,Charadrius wilsonia,Wilson's Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77694,176564,Active,Pluvialis dominica,American Golden-Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,265872,554381,Active,Pluvialis fulva,Pacific Golden-Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Charadriidae,77697,176567,Active,Pluvialis squatarola,Black-bellied Plover,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Haematopodidae,77595,176475,Active,Haematopus bachmani,Black Oystercatcher,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81883,176959,Active,Chlidonias niger,Black Tern,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,848197,824040,Active,Chroicocephalus philadelphia,Bonaparte's Gull,Larus philadelphia,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81187,176935,Active,Hydroprogne caspia,Caspian Tern,Sterna caspia,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81064,176824,Active,Larus argentatus,Herring Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81069,176829,Active,Larus californicus,California Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81073,176832,Active,Larus canus,Mew Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81072,176831,Active,Larus crassirostris,Black-tailed Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81071,176830,Active,Larus delawarensis,Ring-billed Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81061,176821,Active,Larus fuscus,Lesser Black-backed Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,80383,176814,Active,Larus glaucescens,Glaucous-winged Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,1102502,,Inactive,Larus glaucoides thayeri,Thayer's Gull,Larus thayeri,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81083,176841,Active,Larus heermanni,Heermann's Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,80376,176808,Active,Larus hyperboreus,Glaucous Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81056,176817,Active,Larus occidentalis,Western Gull,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,848236,824079,Active,Leucophaeus atricilla,Laughing Gull,Larus atricilla,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,848239,824082,Active,Leucophaeus pipixcan,Franklin's Gull,Larus pipixcan,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81120,176875,Active,Rissa tridactyla,Black-legged Kittiwake,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,266845,554447,Active,Rynchops niger,Black Skimmer,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81133,176887,Active,Sterna forsteri,Forster's Tern,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81134,176888,Active,Sterna hirundo,Common Tern,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81137,176890,Active,Sterna paradisaea,Arctic Tern,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,888073,825084,Active,Sternula antillarum browni,California Least Tern,Sterna antillarum browni,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81183,176931,Active,Thalasseus elegans,Elegant Tern,Sterna elegans,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,848299,824142,Active,Thalasseus maximus,Royal Tern,Sterna maxima,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81184,176932,Active,Thalasseus sandvicensis,Sandwich Tern,Sterna sandvicensis,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Laridae,81110,176866,Active,Xema sabini,Sabine's Gull,Larus sabini,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Recurvirostridae,80285,176726,Active,Himantopus mexicanus,Black-necked Stilt,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Recurvirostridae,80280,176721,Active,Recurvirostra americana,American Avocet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,631809,726049,Active,Actitis macularius,Spotted Sandpiper,Actitis macularia,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,77702,176571,Active,Arenaria interpres,Ruddy Turnstone,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,77705,176574,Active,Arenaria melanocephala,Black Turnstone,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79220,176610,Active,Bartramia longicauda,Upland Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79284,176669,Active,Calidris alba,Sanderling,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79276,176661,Active,Calidris alpina,Dunlin,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79269,176655,Active,Calidris bairdii,Baird's Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79255,176642,Active,Calidris canutus,Red Knot,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79275,176660,Active,Calidris ferruginea,Curlew Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,266972,554145,Active,Calidris himantopus,Stilt Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79283,176668,Active,Calidris mauri,Western Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79267,176653,Active,Calidris melanotos,Pectoral Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79270,176656,Active,Calidris minutilla,Least Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,1006096,,Active,Calidris pugnax,Ruff,Philomachus pugnax,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79282,176667,Active,Calidris pusilla,Semipalmated Sandpiper,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,950299,,Inactive,Calidris virgata,Surfbird,Aphriza virgata,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79250,176638,Active,Catoptrophorus semipalmatus,Willet,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,631807,726048,Active,Gallinago delicata,Wilson's Snipe,Gallinago gallinago,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79247,176635,Active,Heteroscelus incanus,Wandering Tattler,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79291,176675,Active,Limnodromus griseus,Short-billed Dowitcher,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79295,176679,Active,Limnodromus scolopaceus,Long-billed Dowitcher,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79303,176686,Active,Limosa fedoa,Marbled Godwit,,Present
SAMO,Santa Monica Mountains National Recreation Area,Bird,2,Charadriiformes,Scolopacidae,79308,176690,Active,Limosa haemastica,Hudsonian Godwit,,Present
